6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
6.17803551703172E-16 3.9286005543582576E-16 
